asian_handicap,away_form,away_odds,away_possession,away_shots,away_team,btts_no,btts_yes,date,draw_odds,home_form,home_odds,home_possession,home_shots,home_team,league,over_under_2.5,source,time
,,3.78,,,Wolfsburg,,,2025-04-20,4.36,,2.8,,,Dortmund,Bundesliga,,LiveScore,14:00
,,2.2,,,Rennes,,,2025-04-21,4.57,,3.35,,,Lyon,Ligue 1,,LiveScore,16:00
,,2.76,,,NYCFC,,,2025-04-19,2.39,,2.29,,,LA Galaxy,MLS,,LiveScore,14:00
,,3.23,,,Juventus,,,2025-04-24,4.25,,1.66,,,Milan,Serie A,,LiveScore,14:00
,,1.95,,,Manchester United,,,2025-04-20,3.27,,2.54,,,Arsenal,Premier League,,LiveScore,20:00
,,2.71,,,Tottenham,,,2025-04-25,4.29,,2.01,,,Liverpool,Premier League,,LiveScore,12:00
,,2.21,,,Middlesbrough,,,2025-04-25,2.94,,3.0,,,Sheffield United,Championship,,LiveScore,18:00
,,3.52,,,Inter,,,2025-04-23,4.49,,1.9,,,Juventus,Serie A,,LiveScore,17:00
,,2.83,,,Utrecht,,,2025-04-21,2.58,,2.92,,,PSV,Eredivisie,,LiveScore,14:00
,,3.36,,,Sevilla,,,2025-04-23,4.78,,3.46,,,Atletico Madrid,La Liga,,LiveScore,15:00
,,3.31,,,Juventus,,,2025-04-19,3.6,,1.87,,,Milan,Serie A,,LiveScore,12:00
,,2.2,,,Leipzig,,,2025-04-24,3.16,,1.88,,,Dortmund,Bundesliga,,LiveScore,20:00
,,1.87,,,NYCFC,,,2025-04-25,4.06,,3.18,,,Seattle Sounders,MLS,,LiveScore,12:00
,,2.75,,,Inter,,,2025-04-22,3.89,,2.2,,,Milan,Serie A,,LiveScore,21:00
,,3.87,,,Leverkusen,,,2025-04-21,4.47,,2.56,,,Bayern Munich,Bundesliga,,LiveScore,20:00
,,2.7,,,Celtic,,,2025-04-22,2.7,,2.69,,,Aberdeen,Scottish Premiership,,LiveScore,20:00
,,2.67,,,Liverpool,,,2025-04-25,4.89,,2.5,,,Tottenham,Premier League,,LiveScore,13:00
,,3.32,,,Lyon,,,2025-04-22,3.75,,3.9,,,Marseille,Ligue 1,,HLTV,12:00
,,2.25,,,West Brom,,,2025-04-23,3.81,,1.69,,,Watford,Championship,,HLTV,19:00
,,2.27,,,Porto,,,2025-04-24,4.92,,2.96,,,Sporting CP,Primeira Liga,,HLTV,18:00
,,2.8,,,Guimaraes,,,2025-04-25,2.94,,3.56,,,Vitoria,Primeira Liga,,HLTV,20:00
,,2.46,,,Real Sociedad,,,2025-04-26,2.55,,1.61,,,Villarreal,La Liga,,HLTV,14:00
,,3.88,,,Real Sociedad,,,2025-04-19,3.05,,1.89,,,Real Madrid,La Liga,,HLTV,17:00
,,2.02,,,Celtic,,,2025-04-19,3.57,,1.99,,,Hearts,Scottish Premiership,,HLTV,20:00
,,2.19,,,Wolfsburg,,,2025-04-24,4.13,,2.03,,,Bayern Munich,Bundesliga,,HLTV,18:00
,,3.78,,,NYCFC,,,2025-04-22,4.87,,1.57,,,Atlanta United,MLS,,HLTV,14:00
,,2.33,,,PSV,,,2025-04-22,3.41,,2.57,,,Twente,Eredivisie,,HLTV,18:00
,,1.58,,,Wolfsburg,,,2025-04-22,4.07,,2.15,,,Bayern Munich,Bundesliga,,HLTV,20:00
,,2.22,,,NYCFC,,,2025-04-26,2.85,,1.78,,,Seattle Sounders,MLS,,HLTV,14:00
,,2.53,,,Vitoria,,,2025-04-22,2.01,,3.54,,,Sporting CP,Primeira Liga,,HLTV,16:00
,,3.82,,,Lyon,,,2025-04-20,2.76,,1.6,,,Marseille,Ligue 1,,HLTV,18:00
,,3.28,,,Lazio,,,2025-04-20,4.83,,1.54,,,Inter,Serie A,,HLTV,20:00
